,power_SO,power_SO_relative,power_delta,power_delta_relative,power_sigma,power_sigma_relative,maxi,idx_maxi,mini,idx_mini,slope_positive,second_maxi,idx_second_maxi,slope_negative,num_of_zc_min_max,num_of_zc_max_min,kurtosis,skewness,KC
10,12.505,0.04,181.321,0.58,13.323,0.043,22.612,216,-54.169,185,2.477,13.995,141,-1.549,1,3,1.22,-0.171,yes
11,721.455,0.404,805.88,0.451,27.82,0.016,67.716,237,-72.815,163,1.899,-0.413,117,-1.574,1,0,-0.431,-0.56,yes
12,1086.11,0.474,810.427,0.353,10.104,0.004,43.961,219,-60.337,150,1.512,3.581,102,-1.332,3,1,0.775,-1.111,yes
13,543.358,0.301,945.693,0.524,58.614,0.032,68.82,249,-73.017,152,1.462,29.001,138,-7.287,3,1,0.048,-0.563,yes
14,2037.483,0.428,2070.298,0.435,46.291,0.01,81.545,237,-136.402,163,2.945,-26.819,119,-2.491,1,0,-0.485,-0.544,yes
15,152.853,0.182,365.052,0.435,44.249,0.053,66.011,229,-42.556,172,1.905,28.608,132,-1.779,1,3,-0.31,0.278,yes
16,2563.203,0.513,944.462,0.189,57.596,0.012,95.111,246,-16.538,152,1.188,-13.293,148,-0.811,3,0,-0.501,-0.266,yes
17,4279.898,0.488,2556.177,0.291,20.637,0.002,127.736,243,-131.876,150,2.792,18.073,101,-3.06,1,1,-1.235,0.016,yes
18,1222.367,0.288,2417.647,0.569,8.142,0.002,127.295,230,-50.042,170,2.956,42.02,128,-2.192,1,1,-0.083,0.428,yes
19,89.705,0.115,631.119,0.807,3.949,0.005,40.166,221,-72.837,180,2.756,-0.3,143,-1.96,1,0,1.223,-0.715,yes
20,357.06,0.308,407.382,0.351,80.028,0.069,31.902,228,-95.551,172,2.276,-9.759,145,-3.178,1,0,0.68,-0.718,yes
21,267.588,0.228,771.195,0.658,16.584,0.014,53.535,222,-76.173,179,3.016,-5.19,146,-2.151,1,0,1.658,-0.853,yes
22,1873.951,0.38,2334.236,0.473,34.067,0.007,93.009,228,-124.347,172,3.881,-16.288,122,-2.161,1,0,0.266,-0.85,yes
23,4127.324,0.513,2101.227,0.261,38.77,0.005,101.516,242,-176.267,155,3.193,-75.179,105,-2.022,1,0,0.092,-0.856,yes
24,204.074,0.229,600.459,0.673,16.699,0.019,48.577,242,-67.229,159,1.395,5.536,109,-1.455,1,3,0.865,-0.635,yes
25,305.823,0.269,597.276,0.525,20.787,0.018,62.827,231,-49.138,169,1.806,7.348,136,-1.712,1,3,0.187,0.73,yes
26,1032.962,0.423,974.039,0.399,42.56,0.017,38.658,243,-113.46,154,1.709,2.29,113,-2.823,5,1,0.502,-0.889,yes
27,1811.668,0.474,1158.118,0.303,18.661,0.005,48.217,218,-56.458,150,1.539,-58.06,149,1.602,1,0,1.267,-1.216,yes
28,1038.551,0.279,2482.381,0.666,24.625,0.007,81.129,242,-118.177,159,2.401,-7.452,132,-4.101,1,0,-0.401,0.081,yes
29,134.082,0.22,383.9,0.631,13.114,0.022,40.302,218,-55.457,183,2.736,10.658,135,-1.377,1,1,0.671,-0.782,yes
30,1434.276,0.4,1542.482,0.43,20.19,0.006,92.257,245,-106.965,155,2.214,20.537,133,-5.796,1,1,-0.442,-0.217,yes
31,1437.044,0.492,894.689,0.306,39.097,0.013,75.603,242,-100.504,150,1.914,-42.784,115,-1.649,3,0,-0.767,-0.034,yes
32,1285.189,0.394,1374.846,0.422,25.624,0.008,80.595,244,-119.505,156,2.274,14.667,110,-2.917,1,1,-0.184,-0.643,yes
33,154.444,0.113,929.487,0.683,26.779,0.02,76.215,231,-70.207,170,2.4,-1.849,124,-1.486,1,0,-0.027,0.337,yes
34,2724.132,0.362,3765.552,0.5,106.436,0.014,94.878,219,-148.905,150,3.533,44.691,101,-3.951,3,1,0.847,-1.258,yes
35,20.59,0.042,368.584,0.749,29.357,0.06,32.62,223,-62.208,177,2.061,18.012,136,-1.957,1,3,0.171,-0.387,yes
36,8360.263,0.462,6319.585,0.349,51.195,0.003,178.78,235,-208.295,165,5.53,-71.182,143,-6.232,1,0,-0.841,-0.375,yes
37,6420.114,0.494,4306.123,0.332,101.636,0.008,116.655,243,-217.052,150,3.588,-38.981,100,-3.561,1,0,-0.529,-0.576,yes
38,6156.726,0.388,6538.476,0.412,68.571,0.004,161.111,243,-234.957,158,4.66,-19.981,123,-6.142,1,0,1.006,-1.347,yes
39,2554.506,0.438,2131.716,0.366,73.502,0.013,82.277,249,-114.673,150,1.989,-51.991,114,-1.741,1,0,1.702,-1.313,yes
40,6127.027,0.534,2662.797,0.232,118.055,0.01,117.129,249,-97.763,150,2.171,-95.291,147,-0.824,1,0,0.425,-0.917,yes
41,2234.365,0.349,2743.396,0.428,297.284,0.046,104.424,222,-143.855,150,3.448,56.577,100,-4.009,1,1,1.863,-1.244,yes
42,8968.737,0.398,9883.553,0.439,258.326,0.011,170.598,226,-349.123,150,6.838,52.03,104,-8.721,3,1,1.615,-1.204,yes
43,1174.757,0.296,2052.468,0.517,146.882,0.037,88.124,229,-137.281,172,3.954,10.566,123,-3.017,1,3,-0.547,-0.132,yes
44,2143.772,0.42,1987.132,0.389,83.803,0.016,108.934,237,-108.717,150,2.502,37.755,100,-2.929,1,1,-0.633,-0.227,yes
45,5223.979,0.366,7932.373,0.555,64.618,0.005,155.832,242,-265.632,158,5.017,3.528,115,-6.26,1,1,-0.282,-0.688,yes
46,6765.106,0.435,6436.348,0.414,66.461,0.004,133.693,243,-237.042,150,3.986,-19.86,100,-4.344,1,0,0.754,-0.911,yes
47,6716.612,0.412,6782.949,0.416,107.481,0.007,161.474,225,-216.882,155,5.405,-21.583,120,-5.58,1,0,-0.49,0.125,yes
48,1721.997,0.383,1879.208,0.418,121.028,0.027,107.584,244,-104.818,150,2.26,6.01,100,-2.217,1,1,-0.223,-0.378,yes
49,766.595,0.205,2562.679,0.685,57.496,0.015,65.164,231,-142.52,169,3.35,11.031,119,-3.071,1,5,0.51,-0.836,yes
50,2263.298,0.404,2140.176,0.382,55.18,0.01,95.657,222,-130.146,181,5.507,-62.196,170,-6.177,1,0,0.042,-0.405,yes
51,94.912,0.076,945.52,0.76,16.257,0.013,62.788,228,-82.447,172,2.593,25.446,143,-3.72,1,1,1.586,-0.955,yes
52,56.962,0.032,1078.365,0.607,58.06,0.033,70.591,212,-108.555,189,7.789,33.646,167,-6.464,1,1,0.369,-0.389,yes
53,29.423,0.061,320.56,0.66,19.312,0.04,49.456,220,-48.881,181,2.521,25.444,141,-1.858,1,1,0.391,-0.088,yes
54,39.178,0.041,728.993,0.765,47.846,0.05,65.456,215,-67.456,186,4.583,-2.719,154,-2.023,1,0,0.152,-0.074,yes
55,5.78,0.016,196.993,0.536,9.819,0.027,40.283,211,-44.602,189,3.858,19.512,167,-2.914,1,1,0.794,-0.499,yes
56,1982.164,0.325,3106.118,0.509,91.696,0.015,75.496,244,-197.854,157,3.142,-6.231,107,-3.832,1,0,2.693,-1.621,yes
57,13.532,0.053,123.283,0.481,13.809,0.054,14.67,213,-41.758,187,2.17,2.088,169,-2.436,1,1,-0.141,-0.474,yes
58,346.965,0.227,1027.433,0.673,25.911,0.017,51.185,231,-78.797,170,2.131,20.278,129,-2.416,1,1,0.184,-0.861,yes
59,2281.821,0.375,2871.042,0.472,60.497,0.01,94.864,235,-155.199,165,3.572,2.342,125,-3.939,1,1,0.287,-0.861,yes
60,6575.701,0.477,4499.952,0.326,135.095,0.01,114.55,249,-176.532,150,2.94,41.237,110,-5.444,1,1,-0.161,-0.777,yes
61,73.251,0.144,355.5,0.698,29.868,0.059,34.97,228,-47.544,173,1.5,4.381,142,-1.675,1,1,-0.256,-0.186,yes
62,206.314,0.175,820.246,0.697,27.876,0.024,72.243,230,-63.113,171,2.294,29.871,134,-2.513,1,1,0.239,-0.151,yes
63,10766.577,0.518,5903.54,0.284,25.133,0.001,150.887,249,-209.141,150,3.637,-4.462,106,-4.652,1,0,-0.088,-0.872,yes
64,328.642,0.265,742.349,0.598,22.726,0.018,51.754,240,-72.189,160,1.549,8.568,114,-1.756,1,1,0.133,-0.395,yes
65,2161.837,0.5,1247.609,0.288,29.788,0.007,67.439,235,-101.952,150,1.993,-20.832,102,-1.69,1,0,-0.183,-0.619,yes
66,776.851,0.344,1049.165,0.465,14.558,0.006,78.861,239,-107.63,161,2.391,-8.86,142,-5.198,3,0,1.687,-1.065,yes
67,11608.08,0.557,3879.711,0.186,37.707,0.002,137.142,249,-199.258,150,3.398,-86.175,100,-2.262,1,0,-0.667,-0.429,yes
68,1234.088,0.255,2697.574,0.557,51.762,0.011,73.192,237,-169.602,163,3.281,19.183,125,-4.968,1,1,1.874,-1.319,yes
69,1108.54,0.401,1058.268,0.383,10.173,0.004,81.322,231,-102.639,169,2.967,-23.021,122,-1.694,1,0,0.073,-0.885,yes
70,2044.511,0.316,3040.268,0.47,61.242,0.009,90.098,219,-164.602,154,3.918,30.436,105,-3.98,3,1,0.383,-1.058,yes
71,833.193,0.243,2098.282,0.611,22.39,0.007,92.981,238,-140.146,163,3.108,32.344,142,-8.214,1,1,1.293,-0.948,yes
72,1285.304,0.436,928.901,0.315,60.203,0.02,56.139,249,-98.921,170,1.963,-42.256,125,-1.259,3,0,0.297,-0.749,yes
73,264.789,0.102,2159.265,0.829,11.196,0.004,78.819,229,-85.333,171,2.83,42.035,121,-2.547,1,1,0.323,-0.872,yes
74,1925.223,0.302,3092.453,0.485,52.799,0.008,93.075,236,-163.682,165,3.616,8.662,122,-4.008,1,1,0.734,-1.022,yes
75,1000.007,0.327,1612.161,0.528,20.471,0.007,108.894,221,-80.883,179,4.518,6.553,136,-2.033,1,1,0.041,0.412,yes
76,724.53,0.226,2049.764,0.64,13.843,0.004,71.827,245,-143.515,155,2.393,20.677,113,-3.909,1,1,0.44,-0.795,yes
77,684.431,0.355,803.042,0.416,37.174,0.019,85.308,242,-90.822,159,2.122,10.168,118,-2.463,3,1,-0.548,-0.558,yes
78,1662.576,0.287,3387.562,0.585,32.278,0.006,104.866,249,-193.999,151,3.05,19.03,101,-4.261,1,1,2.487,-1.276,yes
79,290.107,0.147,1178.284,0.599,35.648,0.018,90.824,235,-103.695,166,2.819,54.393,126,-3.952,1,1,0.123,-0.549,yes
80,232.326,0.154,1064.446,0.703,39.902,0.026,49.207,220,-84.987,180,3.355,30.023,145,-3.286,1,1,0.226,-0.724,yes
81,249.447,0.279,448.431,0.501,12.796,0.014,49.324,246,-55.007,155,1.146,37.996,128,-3.445,1,1,-0.565,0.127,yes
82,92.58,0.173,351.151,0.656,15.561,0.029,48.161,236,-35.396,164,1.161,19.907,153,-5.028,1,1,-0.089,0.49,yes
83,873.619,0.468,629.067,0.337,69.457,0.037,54.744,249,-77.044,158,1.448,5.238,108,-1.646,3,1,-0.309,-0.1,yes
84,1426.386,0.48,934.771,0.314,25.842,0.009,44.45,219,-88.719,150,1.93,-62.93,100,-0.516,1,0,-0.279,-0.742,yes
85,308.205,0.215,677.664,0.473,47.913,0.033,65.121,243,-47.997,157,1.315,31.756,128,-2.75,1,1,-0.095,-0.799,yes
86,137.319,0.214,234.563,0.365,33.736,0.052,13.4,223,-71.072,178,1.877,-5.03,165,-5.08,3,0,0.016,-0.594,yes
87,1722.485,0.393,1801.32,0.411,36.587,0.008,141.348,239,-85.994,161,2.915,14.35,132,-3.46,1,1,-0.639,0.296,yes
88,94.922,0.153,313.871,0.505,42.797,0.069,24.16,218,-62.632,182,2.411,5.279,152,-2.264,1,1,-0.809,0.258,yes
89,2517.08,0.438,2329.214,0.405,15.213,0.003,143.651,243,-109.228,157,2.94,-4.716,133,-4.355,1,0,-0.111,0.375,yes
90,1276.912,0.416,1203.504,0.392,48.551,0.016,65.471,229,-91.036,154,2.087,20.883,122,-3.497,3,1,0.383,-0.82,yes
91,383.819,0.251,649.959,0.424,30.875,0.02,91.802,236,-35.033,164,1.762,22.726,139,-2.31,1,1,-0.466,0.221,yes
92,1698.618,0.505,980.203,0.291,26.5,0.008,60.783,242,-113.97,150,1.899,-29.354,100,-1.692,1,0,-0.221,-0.495,yes
93,25.911,0.036,452.424,0.627,21.819,0.03,14.171,228,-74.839,173,1.618,-7.289,153,-3.377,3,0,0.221,0.508,yes
94,1151.129,0.369,1534.271,0.492,41.481,0.013,94.909,249,-94.594,152,1.954,20.195,104,-2.391,1,3,-0.408,-0.341,yes
95,983.031,0.404,1230.219,0.505,11.177,0.005,55.329,246,-110.552,155,1.823,-31.503,124,-2.55,1,0,-0.774,-0.242,yes
96,503.323,0.324,698.334,0.449,17.854,0.011,74.442,249,-67.483,150,1.434,36.388,119,-3.351,1,1,-0.727,-0.457,yes
97,1233.977,0.489,731.072,0.289,38.799,0.015,49.32,249,-82.024,158,1.443,-43.808,108,-0.764,1,0,-0.402,-0.421,yes
98,2778.584,0.438,2647.668,0.417,33.79,0.005,95.456,243,-124.519,150,2.365,17.105,100,-2.832,1,1,0.607,-0.968,yes
99,78.852,0.244,175.437,0.542,8.333,0.026,26.302,220,-38.787,180,1.627,7.11,153,-1.7,1,1,-0.075,-0.166,yes
100,311.218,0.366,391.272,0.46,4.98,0.006,50.696,244,-45.83,156,1.097,14.61,114,-1.439,1,1,-0.423,0.507,yes
101,5842.604,0.567,1758.977,0.171,28.184,0.003,114.85,248,-121.906,150,2.416,-124.203,149,2.298,1,0,-0.746,-0.5,yes
102,1253.25,0.496,653.081,0.258,30.977,0.012,39.907,248,-87.906,150,1.304,-34.222,102,-1.118,3,0,0.934,-0.999,yes
103,524.205,0.454,354.21,0.307,18.302,0.016,36.104,246,-52.714,156,0.987,-33.642,111,-0.424,1,0,0.047,-0.944,yes
104,794.342,0.356,1044.354,0.468,43.854,0.02,51.141,249,-105.593,150,1.583,7.583,107,-2.632,3,1,-0.112,-0.725,yes
105,1087.915,0.435,1072.688,0.429,42.09,0.017,48.578,240,-102.176,150,1.675,17.366,100,-2.391,1,1,0.252,-0.872,yes
106,983.025,0.453,829.766,0.383,28.094,0.013,55.447,249,-93.149,151,1.516,8.275,121,-3.381,1,1,-0.345,-0.499,yes
107,1623.623,0.284,3348.414,0.587,101.391,0.018,86.783,231,-150.762,169,3.831,27.855,123,-3.883,1,3,1.699,-1.45,yes
108,1503.38,0.433,1470.59,0.423,24.319,0.007,37.212,249,-144.221,150,1.833,-45.034,108,-2.362,5,0,0.31,-0.627,yes
109,1752.481,0.332,2901.123,0.55,43.052,0.008,118.02,231,-138.478,170,4.205,-5.406,120,-2.661,1,0,-0.311,-0.502,yes
110,676.904,0.253,1694.832,0.634,19.095,0.007,69.858,232,-111.128,169,2.873,24.953,131,-3.581,1,1,1.422,-1.003,yes
111,194.112,0.226,530.113,0.618,6.016,0.007,45.935,230,-64.471,170,1.84,4.803,131,-1.776,1,1,-0.181,-0.446,yes
112,441.271,0.297,744.609,0.5,22.396,0.015,39.392,225,-88.915,176,2.619,-15.859,126,-1.461,1,0,0.661,-1.194,yes
113,74.943,0.2,213.015,0.568,15.074,0.04,47.413,222,-29.114,178,1.739,34.591,152,-2.45,3,1,-0.321,0.236,yes
114,99.236,0.096,726.265,0.7,16.342,0.016,58.76,225,-79.719,176,2.826,25.886,153,-4.592,1,1,0.53,-0.381,yes
115,822.924,0.3,1660.322,0.605,56.157,0.02,94.084,246,-105.535,154,2.17,43.6,125,-5.143,1,1,0.713,-0.767,yes
116,160.515,0.164,705.697,0.723,11.072,0.011,51.325,219,-24.582,181,1.998,24.24,147,-1.436,1,1,1.35,-1.201,yes
117,5285.711,0.529,2664.978,0.267,15.099,0.002,130.833,249,-135.196,150,2.687,-25.144,103,-2.342,1,0,0.249,-0.747,yes
118,130.117,0.144,685.73,0.758,4.773,0.005,47.141,242,-65.321,159,1.355,23.906,127,-2.788,5,1,0.208,-0.512,yes
119,3532.482,0.506,2162.582,0.31,14.063,0.002,114.001,249,-152.412,150,2.691,3.825,104,-3.396,1,1,-0.215,-0.457,yes
120,1512.763,0.41,1575.485,0.427,10.204,0.003,84.172,247,-127.138,154,2.272,8.061,110,-3.073,1,1,0.921,-0.772,yes
121,4337.222,0.549,1759.521,0.223,12.982,0.002,94.421,243,-140.323,150,2.524,-67.138,101,-1.494,1,0,-0.398,-0.626,yes
122,304.793,0.236,718.594,0.557,38.573,0.03,37.886,230,-85.241,170,2.052,8.676,130,-2.348,3,1,1.214,-1.15,yes
123,461.92,0.307,773.602,0.515,7.452,0.005,39.354,232,-86.184,169,1.993,5.711,143,-3.534,3,1,0.447,-0.79,yes
124,1258.161,0.31,2191.195,0.541,8.65,0.002,65.555,225,-125.805,175,3.827,-6.338,129,-2.597,1,0,1.428,-1.335,yes
125,1024.411,0.409,1031.308,0.412,26.825,0.011,58.307,220,-97.958,181,4.007,-50.219,164,-2.808,1,0,-0.201,-0.741,yes
126,37.656,0.06,346.189,0.552,21.112,0.034,59.185,210,-48.309,191,5.658,38.328,165,-3.332,1,1,0.427,-0.036,yes
127,151.594,0.121,911.194,0.725,24.631,0.02,60.168,228,-87.114,173,2.678,32.654,149,-4.99,1,1,0.876,-0.452,yes
128,2228.874,0.488,1373.539,0.301,7.902,0.002,56.454,221,-89.777,150,2.06,-85.522,118,-0.133,1,0,0.374,-1.126,yes
129,633.156,0.306,843.271,0.407,16.245,0.008,70.761,244,-64.489,175,1.96,28.46,125,-1.859,1,1,-0.059,-0.102,yes
130,569.578,0.267,1101.323,0.517,50.911,0.024,35.907,223,-115.534,178,3.365,9.671,128,-2.504,1,1,0.146,-0.759,yes
131,169.616,0.161,549.619,0.522,26.762,0.025,26.037,213,-99.996,187,4.847,-1.607,156,-3.174,1,0,1.449,-1.033,yes
132,9171.239,0.502,5898.302,0.323,40.654,0.002,124.857,249,-280.511,150,4.095,11.384,106,-6.634,1,1,0.407,-0.575,yes
133,2277.582,0.456,1745.023,0.35,57.59,0.012,91.086,225,-123.151,150,2.856,-20.271,127,-4.473,1,0,0.003,-0.589,yes
134,31.685,0.073,346.377,0.797,7.938,0.018,49.805,216,-43.994,185,3.026,13.429,159,-2.209,1,1,0.98,0.183,yes
135,14.915,0.04,222.276,0.595,8.067,0.022,36.527,212,-59.098,188,3.984,15.635,168,-3.737,1,1,2.455,-0.325,yes
136,86.762,0.154,364.282,0.645,16.181,0.029,45.534,216,-55.165,184,3.147,4.985,159,-2.406,1,1,1.327,-0.904,yes
137,845.926,0.323,1430.015,0.546,14.273,0.005,73.206,230,-93.88,170,2.785,26.871,128,-2.875,1,1,0.257,-0.868,yes
138,42.977,0.095,251.983,0.559,11.234,0.025,28.415,210,-76.055,190,5.224,-3.654,173,-4.259,1,0,4.245,-0.583,yes
139,136.358,0.227,360.368,0.599,10.127,0.017,39.722,211,-54.185,190,4.472,-2.823,148,-1.223,1,0,-0.238,-0.455,yes
140,1405.249,0.343,1865.558,0.455,31.058,0.008,41.437,226,-162.379,150,2.682,16.265,111,-4.581,1,1,2.698,-1.592,yes
141,58.62,0.084,539.162,0.774,15.712,0.023,50.769,217,-47.55,184,2.979,28.546,150,-2.238,1,1,-0.019,-0.035,yes
142,1226.882,0.414,1025.727,0.346,49.396,0.017,88.982,226,-94.216,175,3.592,-23.91,142,-2.13,1,0,-0.196,-0.459,yes
143,138.083,0.113,907.646,0.746,35.555,0.029,53.909,225,-76.725,175,2.613,38.499,140,-3.292,1,1,2.606,-1.306,yes
144,613.929,0.351,811.932,0.464,85.63,0.049,54.465,243,-79.616,158,1.577,30.696,124,-3.244,1,1,0.288,-0.943,yes
145,320.882,0.327,492.863,0.502,9.607,0.01,57.043,234,-44.496,166,1.493,20.037,132,-1.898,1,1,-0.054,-0.217,yes
146,1436.595,0.435,1220.936,0.37,46.075,0.014,68.16,249,-64.123,150,1.336,26.94,106,-2.07,3,1,0.666,-1.045,yes
147,344.757,0.444,289.558,0.373,6.466,0.008,49.105,249,-50.325,150,1.004,4.513,113,-1.482,1,1,-0.445,-0.113,yes
148,1832.345,0.261,4673.977,0.665,114.645,0.016,83.495,224,-188.197,177,5.781,12.54,127,-4.015,1,3,1.193,-1.141,yes
149,2011.792,0.387,2461.58,0.474,44.994,0.009,85.304,240,-159.184,160,3.056,-22.781,110,-2.728,1,0,1.49,-1.357,yes
150,1265.841,0.316,2116.05,0.528,93.532,0.023,95.39,234,-142.422,167,3.549,-17.707,126,-3.042,1,0,0.886,-0.479,yes
151,2048.844,0.469,1570.072,0.359,37.654,0.009,88.005,236,-113.007,165,2.831,-66.215,126,-1.2,1,0,-0.606,-0.59,yes
152,2284.295,0.381,2722.953,0.454,25.979,0.004,87.849,233,-144.974,150,2.805,41.606,104,-4.056,1,1,0.949,-1.261,yes
153,270.151,0.198,829.55,0.609,37.732,0.028,46.446,224,-98.379,177,3.081,-1.984,158,-5.073,1,0,2.718,-1.138,yes
154,270.128,0.282,570.006,0.595,13.883,0.014,56.262,231,-46.615,170,1.687,4.864,131,-1.32,1,1,0.244,-0.507,yes
155,2085.453,0.446,1815.807,0.389,31.343,0.007,82.329,244,-129.797,156,2.411,-28.168,106,-2.033,1,0,-0.074,-0.875,yes
156,746.35,0.355,1058.008,0.503,43.744,0.021,78.016,249,-66.028,150,1.455,41.655,106,-2.447,1,1,-0.152,0.193,yes
157,3734.511,0.457,2811.641,0.344,60.911,0.007,84.594,249,-168.41,156,2.72,-8.386,122,-4.707,1,0,-0.156,-0.715,yes
158,579.998,0.332,978.269,0.561,36.414,0.021,69.179,240,-94.837,161,2.076,7.067,114,-2.168,3,1,-0.286,-0.49,yes
159,2872.197,0.465,2369.043,0.384,28.774,0.005,117.376,241,-114.306,159,2.825,-42.874,109,-1.429,1,0,-0.511,-0.249,yes
160,2028.864,0.433,1997.048,0.426,33.748,0.007,101.376,237,-101.095,164,2.774,-14.175,114,-1.738,1,0,-0.301,-0.337,yes
161,865.995,0.322,1469.547,0.546,46.278,0.017,57.741,234,-123.669,166,2.668,-5.831,116,-2.357,1,0,-0.054,-0.659,yes
162,797.973,0.207,2769.274,0.717,72.405,0.019,83.37,249,-107.966,151,1.952,-3.888,105,-2.263,1,0,-0.204,-0.754,yes
163,910.841,0.375,1177.223,0.485,9.969,0.004,60.011,245,-110.256,155,1.892,-6.049,105,-2.084,1,0,0.489,-0.836,yes
164,1161.176,0.371,1581.783,0.505,16.497,0.005,69.407,219,-100.768,150,2.466,14.664,106,-2.623,1,1,1.381,-1.06,yes
165,2940.716,0.435,2535.959,0.375,37.568,0.006,64.707,225,-166.232,150,3.079,-1.089,100,-3.303,1,0,1.076,-1.356,yes
166,1362.841,0.46,1015.51,0.343,17.199,0.006,49.877,240,-117.485,150,1.86,-13.667,100,-2.076,1,0,-0.018,-0.932,yes
167,228.068,0.228,649.895,0.649,27.15,0.027,31.67,240,-87.327,160,1.487,7.246,127,-2.866,3,1,0.777,-0.855,yes
168,857.541,0.417,777.892,0.378,10.855,0.005,67.165,246,-84.902,154,1.653,-12.212,139,-4.846,3,0,-0.422,-0.458,yes
169,1840.161,0.491,1290.405,0.344,21.635,0.006,69.39,248,-103.306,163,2.032,-26.28,113,-1.541,1,0,0.071,-0.741,yes
170,2413.714,0.388,2919.79,0.47,24.825,0.004,78.955,238,-157.417,162,3.11,-31.918,116,-2.728,1,0,0.799,-1.161,yes
171,981.008,0.513,360.829,0.189,30.58,0.016,57.74,231,-25.876,176,1.52,-8.979,169,-2.414,1,0,0.049,-0.628,yes
172,316.465,0.315,526.399,0.524,10.4,0.01,60.84,236,-52.829,164,1.579,16.774,129,-1.989,1,1,-0.432,-0.344,yes
173,318.37,0.331,410.395,0.427,16.341,0.017,58.584,249,-46.815,150,1.065,26.982,112,-1.942,1,1,-0.379,0.025,yes
174,311.237,0.326,528.826,0.553,21.505,0.023,69.202,246,-52.16,155,1.334,20.322,111,-1.647,1,1,-0.112,0.084,yes
175,1679.241,0.392,1812.544,0.424,35.878,0.008,59.29,249,-150.855,150,2.123,-7.333,105,-3.189,1,0,1.476,-1.515,yes
176,946.847,0.454,573.671,0.275,24.33,0.012,43.811,201,-54.538,150,1.928,12.796,100,-1.347,3,1,0.305,-0.659,yes
177,326.551,0.184,1166.216,0.657,68.02,0.038,45.766,234,-97.562,167,2.139,35.358,147,-6.646,1,1,1.45,-1.17,yes
178,1922.433,0.405,2026.22,0.427,32.505,0.007,87.226,235,-102.913,164,2.678,-6.627,127,-2.602,1,0,-0.071,-0.8,yes
179,2721.65,0.485,1965.694,0.351,7.034,0.001,92.59,229,-98.529,150,2.419,-20.33,100,-1.564,1,0,-0.917,0.019,yes
180,2330.633,0.577,889.079,0.22,47.002,0.012,69.678,243,-79.246,150,1.601,-45.928,100,-0.666,1,0,-0.741,-0.283,yes
181,1112.045,0.391,1292.956,0.455,19.017,0.007,77.3,249,-70.86,164,1.743,-1.513,114,-1.387,1,0,-0.593,0.464,yes
182,64.964,0.055,1000.928,0.85,33.911,0.029,36.36,236,-83.354,164,1.663,2.324,118,-1.863,1,1,-0.853,-0.259,yes
183,60.563,0.105,373.555,0.649,7.495,0.013,7.557,220,-58.825,196,2.766,11.995,146,-1.416,1,3,-0.49,-0.29,no
184,139.393,0.177,371.738,0.472,30.409,0.039,53.885,235,-50.695,183,2.011,17.554,149,-2.007,1,1,-0.002,0.261,no
185,885.182,0.383,914.615,0.396,25.604,0.011,16.844,249,-81.651,185,1.539,43.865,135,-2.51,1,1,0.167,-1.005,no
186,216.046,0.193,527.096,0.471,25.787,0.023,16.57,231,-84.34,185,2.194,19.406,156,-3.577,3,1,1.017,-0.37,no
187,23.928,0.04,361.075,0.607,78.809,0.132,31.499,245,-53.755,182,1.353,33.812,156,-3.368,5,1,-0.436,0.054,no
188,71.109,0.147,231.623,0.478,46.923,0.097,31.387,245,-48.638,168,1.039,32.335,149,-4.262,5,1,-0.126,0.154,no
189,845.113,0.337,644.647,0.257,100.814,0.04,13.957,239,-90.622,180,1.773,24.527,135,-2.559,1,1,-0.729,-0.279,no
